title,developer,url,published_date,price,genre,description,tags
Death Link,mustachiodev,https://mustachiodev.itch.io/death-link,26 April 2025 @ 22:57 UTC,,,How do actions in your dream affect the real world?,[]
Touch Grass Game,LordOfAllScrubs,https://lordofallscrubs.itch.io/touch-grass-game,26 April 2025 @ 22:56 UTC,,Adventure,,"['2D', 'minigames', 'Narrative', 'Pixel Art', 'storygame', 'Unity']"
SuzuMaru,Aburiru,https://aburiru.itch.io/suzumaru,26 April 2025 @ 22:56 UTC,,,SuzuMaru: el guardiÃ¡n de un mundo azul à´¦àµà´¦à´¿(â¢ Ë â¢ã.á,"['3D', 'Cats', 'Cute', 'kawaii', 'sea', 'submarine', 'Unity']"
Basically Pong,THE_JPEG,https://the-jpeg.itch.io/basically-pong,,,,Its Pong,[]
SuzuMaru,Aburiru,https://aburiru.itch.io/suzumaru,26 April 2025 @ 22:56 UTC,,,SuzuMaru: el guardiÃ¡n de un mundo azul à´¦àµà´¦à´¿(â¢ Ë â¢ã.á,"['3D', 'Cats', 'Cute', 'kawaii', 'sea', 'submarine', 'Unity']"
Basically Pong,THE_JPEG,https://the-jpeg.itch.io/basically-pong,26 April 2025 @ 22:55 UTC,,,Its Pong,"['Co-op', 'High Score', 'Multiplayer', 'Remake']"
Phantom That Still Dwells,Chair.eaa,https://chaireaa.itch.io/phantom-that-still-dwells,26 April 2025 @ 22:43 UTC,,Visual Novel,Help Mayo make friends before graduation!,"['2D', 'artgame', 'Casual', 'Horror', 'Narrative', 'No AI', 'Psychological Horror', ""Ren'Py"", 'Short']"
Idle Hands,matula,https://matula.itch.io/idle-hands,26 April 2025 @ 22:38 UTC,,,Idle clicker game where you collect demons,"['Casual', 'Clicker', 'Idle', 'idle-clicker']"
Project Sour!,Sour gummy bear,https://sour-gummy-bear.itch.io/project-so,26 April 2025 @ 22:37 UTC,,,,[]
BuckShot Apocalypse (Level 1 Demo),Stay True Games,https://stay-true-games.itch.io/buckshot-appocalypse,26 April 2025 @ 22:37 UTC,,Shooter,,"['efpse', 'Horror', 'Retro']"
Dream Break Record,Striskydev,https://striskydev.itch.io/dream-break-record,26 April 2025 @ 22:32 UTC,,Strategy,Strategy,"['Bullet Hell', 'Fangame', 'Touhou', 'Tower Defense']"
The Explorer,FÃ¡brica de Cultura - Itaim Paulista,https://fabrica-itaim-paulista.itch.io/the-explorer,26 April 2025 @ 22:30 UTC,,Action,"VocÃª Ã© um arqueÃ³logo em busca de artefatos perdidos, enquanto tenta escapar dos capangas",[]
Apes Tundra,LUSHZ,https://lushz.itch.io/apes-tundra,26 April 2025 @ 22:29 UTC,,,,"['Horror', 'Survival Horror']"
Faceless Assassin,Erasmus Magnus,https://erasmus-magnus.itch.io/faceless-assassin-prototype,26 April 2025 @ 22:27 UTC,,Shooter,Flash stickman sniper web game in 2025.,"['2D', 'Black and White', 'Crime', 'Minimalist', 'No AI', 'Short', 'Singleplayer', 'Vector']"
Kitty Crawl,pianochop,https://pianochop.itch.io/kitty-crawl,26 April 2025 @ 22:26 UTC,,Platformer,2D platformer demo for a course at the University of Texas.,"['Cats', 'Pixel Art']"
Dragon Defenders,Moca_Pixel,https://moca-pixel.itch.io/dragon-defenders,26 April 2025 @ 22:22 UTC,,Strategy,Dragon Defenders es un tower defense infinito donde proteges el trono del rey de oleadas de caballeros.,"['2D', 'Dragons', 'Pixel Art', 'Tower Defense']"
Wacky Aiva,Saitam,https://saitamxyz.itch.io/wacky-aiva,26 April 2025 @ 22:20 UTC,,,$Aiva,[]
Night Drive Thru,DevThe,https://devthe.itch.io/night-drive-thru,26 April 2025 @ 22:17 UTC,,,"Just a Drive Thru, but at night.","['3D', 'First-Person', 'Horror', 'Indie', 'Mystery', 'PSX (PlayStation)', 'Psychological Horror', 'Short', 'Singleplayer', 'Unity']"
DVD Simulator,MystrMeat,https://mystrmeat.itch.io/dvd-simulator,26 April 2025 @ 22:14 UTC,,Rhythm,A classic experience reimagined.,"['2D', 'dvd', 'Short']"
Buzz-off bee,Eduardoferreira22,https://eduardoferreira22.itch.io/buzz-off-bee,26 April 2025 @ 22:08 UTC,,Puzzle,"ItÂ´s time to get out, or Buzz-off in the case","['Pixel Art', 'Singleplayer', 'Stealth', 'Top-Down']"
CARAO2,Alcaraban,https://alcaraban.itch.io/carao2,26 April 2025 @ 22:03 UTC,,Action,,[]
Baking Nights At Freddy's,Stolitte,https://stolitte.itch.io/baking-nights-at-freddys,,,Survival,Survive and serve your customers at the same time during your night,[]
Death`s Gate,MR.Kdev,https://mrkdev.itch.io/deaths-gate,26 April 2025 @ 21:54 UTC,,Adventure,,"['Horror', 'Psychological Horror', 'Retro', 'Short', 'Singleplayer']"
Jimmy Clicker,haitivine,https://haitivine.itch.io/jimmy-clicker,26 April 2025 @ 21:54 UTC,,,,[]
Computer Built From Scratch,Uferis,https://uferis.itch.io/computer-built-from-scratch,,,Educational,An educational and first ever made game by Uferis,[]
Labirinto do Khennydy,FÃ¡brica de Cultura - Itaim Paulista,https://fabrica-itaim-paulista.itch.io/labirinto-do-khennydy,26 April 2025 @ 21:52 UTC,,Adventure,Guie um menino pelo labirinto e ajude-o a encontrar o caminho atÃ© a saÃ­da,[]
Labirinto do Jhonatas,FÃ¡brica de Cultura - Itaim Paulista,https://fabrica-itaim-paulista.itch.io/labirinto-do-jhonatas,,,Adventure,"Explore o labirinto, colete itens especiais e desbloqueie novas etapas para avanÃ§ar no desafio!",[]
ANIMAL HATS,peepomilo,https://peepomilo.itch.io/animal-hats,26 April 2025 @ 21:46 UTC,,Interactive Fiction,Everyone wears a mask. Not everyone takes it off.,[]
Labirinto da Anabela,FÃ¡brica de Cultura - Itaim Paulista,https://fabrica-itaim-paulista.itch.io/labirinto-da-anabela,26 April 2025 @ 21:45 UTC,,Adventure,Ajude a princesa a atravessar o labirinto e escapar do temido ogro!,[]
EvoluÃ§Ã£o dos Carros,FÃ¡brica de Cultura - Itaim Paulista,https://fabrica-itaim-paulista.itch.io/evoluo-dos-carros,26 April 2025 @ 21:40 UTC,,Racing,Neve e Gato disputam uma corrida por um labirinto cheio de histÃ³ria,[]
Pain In My A**,Hailrig,https://hailrig.itch.io/pain-in-my-a,26 April 2025 @ 21:39 UTC,,,Tech test for pathing in GMS,[]
Beach tag (only casual play it,Jae4life,https://jae4life.itch.io/beach-tag,26 April 2025 @ 21:36 UTC,,,,[]
Skye The Stormbound Witch,Nyteon,https://nyteon.itch.io/skye-the-stormbound-witch,26 April 2025 @ 21:34 UTC,$2.49,Platformer,Climb as high as you can and collect orbs to achieve the highest score possible.,"['3D Platformer', 'Arcade', 'Casual', 'Family Friendly', 'Funny', 'High Score', 'Indie', 'Score Attack']"
Break Loop,SwatmyDEV,https://swatmydev.itch.io/break-loop-game,26 April 2025 @ 21:33 UTC,,Platformer,You wake up in a world where you have to exit through platforms... Will you make it?,"['First-Person', 'Godot', 'No AI']"
Coda Demo,codanon,https://codanon.itch.io/coda-demo,,,Visual Novel,A visual novel about dating furries before you die,[]
ImagineIf,L0one,https://l0one.itch.io/whatif,26 April 2025 @ 21:27 UTC,,Action,,[]
Pine Quest,vanessaaaf,https://vanessaaaf.itch.io/pinequest,26 April 2025 @ 21:27 UTC,,Adventure,A game made in Games and Interactivity,"['2D', 'Pixel Art']"
VRTag,davidvr1235456,https://davidvr1235456.itch.io/vrtag,,,,"This is, a gorilla tag, fan game.",[]
Puppster world,Frutiger Puppster ð±ð ð«§,https://frutigerpuppster.itch.io/hello-im-puppster,26 April 2025 @ 21:25 UTC,,,,[]
44 Deep,Figerox Studios,https://figerox.itch.io/44-deep,26 April 2025 @ 21:19 UTC,,Survival,"As you hunt, what hunts you?","['Horror', 'ocean', 'Retro', 'scary', 'Short', 'Survival Horror', 'underwater']"
Puppster world,Frutiger Puppster ð±ð ð«§,https://frutigerpuppster.itch.io/hello-im-puppster,26 April 2025 @ 21:25 UTC,,,,[]
44 Deep,Figerox Studios,https://figerox.itch.io/44-deep,26 April 2025 @ 21:19 UTC,,Survival,"As you hunt, what hunts you?","['Horror', 'ocean', 'Retro', 'scary', 'Short', 'Survival Horror', 'underwater']"
TDIU Remastered: Web & Mobile,SquirrelGirlDGT,https://squirrelgirldgt.itch.io/tdiu-r-web-mobile,,,Adventure,Be So Full of Dog....Again...In Browser and on Mobile...,[]
Project Fantasy Tactics,Nohroko,https://nohroko.itch.io/project-fantasy-tactics,26 April 2025 @ 21:13 UTC,,Strategy,,[]
ninja strike,3MK is ME,https://3mk-is-me.itch.io/ninja-strike,26 April 2025 @ 21:13 UTC,,,ninja strike,[]
YEPA,perritobombaxd,https://perritobombaxd.itch.io/yepa,,,Action,,[]
tom and jerry,3MK is ME,https://3mk-is-me.itch.io/tom-and-jerry,26 April 2025 @ 21:08 UTC,,,,[]
TDIU2 Web & Mobile,SquirrelGirlDGT,https://squirrelgirldgt.itch.io/tdiu-2-mobile-test,26 April 2025 @ 21:05 UTC,,Adventure,From bad to worse....on web and mobile,[]
Juego de naves,DayaPau,https://dayapau.itch.io/juego-de-naves,,,,,[]
five fingers in my ass - DEMO,okaarutoo,https://autisim.itch.io/fivefingers,,,Visual Novel,this is a demo,[]
Puppet Run,glurbolus games,https://glurbolus-games.itch.io/puppet-run,26 April 2025 @ 21:02 UTC,,Platformer,"A 3d platformer game, with a big, mysterious figure helping you along the way.","['3D', 'Difficult', 'First-Person', 'Funny', 'Parkour', 'Unity']"
The Interrogator,Olivia DeAmicis,https://lilredstrawberries.itch.io/the-interrogator,26 April 2025 @ 21:00 UTC,,Visual Novel,How will you interrogate someone for a crime they don't remember committing?,"['Crime', 'Detective', 'Indie', 'Mystery']"
Stolen Statue,shawk games,https://shawkgames.itch.io/stolen-statue,26 April 2025 @ 20:57 UTC,,Role Playing,a very simple dungeon for any game you want,"['cairn', 'cave', 'Dungeon Crawler', 'mausritter', 'One-shot', 'Print & Play', 'Tabletop', 'Tabletop role-playing game']"
3D Ai Companion,Arkai1,https://arkai1.itch.io/3d-ai-companion,26 April 2025 @ 20:55 UTC,,Educational,"3D Ai chatbot with text to speech, vision capabilities and emotional animation responses. All in one installation.","['3D', 'ai', 'chatbot', 'Experimental', 'Singleplayer', 'Unity']"
HiveSweeper,ronschroeder,https://ronschroeder.itch.io/hivesweeper,26 April 2025 @ 20:53 UTC,,Puzzle,A buzzing twist on Minesweeper! ð,"['Casual', 'Minesweeper', 'Singleplayer']"
Balance Ball,xroguy46,https://xroguy46.itch.io/balance-ball,26 April 2025 @ 20:45 UTC,,,Don`t play chaos mode if you want to keep your sanity!,"['2D', '8-Bit', 'Game Jam', 'Indie', 'Short', 'Singleplayer', 'Sprites']"
TikTok Live Game - Snake Game,Smoo Games,https://smoo-games.itch.io/tiktok-live-game-snake-game,,,Strategy,Interactive TikTok Live Snake Game!,[]
Pony Pusher,PonyPusher,https://ponypusher.itch.io/coin,26 April 2025 @ 20:43 UTC,,Puzzle,Can you get all 6 cute ponies?,"['Arcade', 'coin', 'coinpusher', 'Cute', 'kawaii', 'mylittlepony', 'pennyarcade', 'ponies', 'pony', 'seaside']"
Lucina,SpikyShark,https://spikyshark.itch.io/lucina,26 April 2025 @ 20:42 UTC,,,Retro indie horror game,"['3D', 'Horror', 'Indie', 'PSX (PlayStation)']"
Psy Plane Free,BadBadGames,https://badbadgames.itch.io/psy-plane-free,26 April 2025 @ 20:41 UTC,,Simulation,Have you ever been hypnoized by a game? Try this and get tranced!,[]
Bushburner,einsoft,https://einsoft.itch.io/bushburner,26 April 2025 @ 20:30 UTC,,Action,"Burn bushes, amongst other things...","['Pixel Art', 'Third-Person Shooter', 'Top down shooter']"
BONK MAGE,Luca Negri,https://luca-negri.itch.io/bonk-mage,26 April 2025 @ 20:26 UTC,,,Una classe per TTG e altri gdr osr.,[]
Sir Finley's Quest,Catbro16,https://catbro16.itch.io/sir-finleys-quest,26 April 2025 @ 20:26 UTC,,Fighting,,[]
TikTok Live Game - Country Battle,Smoo Games,https://smoo-games.itch.io/tiktok-live-game-country-battle,,,Fighting,Interactive TikTok Live Country Battle!,[]
Chimp Lounge BETA,chewyiscool,https://chewyiscool.itch.io/chimp-lounge-beta,26 April 2025 @ 20:24 UTC,,,,[]
Shadow Of Atlantis,jsuvs,https://jsuvs.itch.io/shadow-of-atlantis,26 April 2025 @ 20:24 UTC,,Adventure,Underwater horror adventure game,[]
WOJTEK CHAPTER 70 SPRUNKI,Wojtek_S,https://wojtek-s.itch.io/wo,26 April 2025 @ 20:19 UTC,,,,[]
Goddard's Colony Charging Simulator,TheDonkeysBack,https://thedonkeysback.itch.io/goddards-colony-charging-simulator,26 April 2025 @ 20:14 UTC,,,,"['Sci-fi', 'Space']"
Victoria Huntings playtest v 0.1,CosmicMothProduction,https://cosmicmothproduction.itch.io/vicktoria-hunting-playtest-v-01,26 April 2025 @ 20:13 UTC,,Role Playing,,"['Anime', 'Fantasy', 'Female Protagonist', 'Indie', 'Pixel Art', 'Singleplayer']"
GENLISIA,euquimides,https://euquimides.itch.io/genlisea,26 April 2025 @ 20:08 UTC,,,A short narrative experience for the Underwater Horror Jam 2.,"['Experimental', 'Exploration', 'Horror', 'underwater']"
project tiggerz,Elijahproductions,https://elijahproductions.itch.io/project-tiggerz,26 April 2025 @ 20:07 UTC,,,,[]
Super Agile Floating Banana,OMIGHTY_DOGENUT,https://omighty-dogenut.itch.io/super-agile-floating-banana,26 April 2025 @ 20:01 UTC,,Shooter,the banana is floating and agile,"['2D', 'Anime', 'banana', 'Horror', 'Indie', 'Psychological Horror', 'Story Rich']"
Another Pong Clone,Scorpv1,https://scorpv1.itch.io/another-pong-clone,26 April 2025 @ 19:58 UTC,,Sports,Just a pong clone made poorly :D,"['2D', 'Arcade', 'Retro']"
primal fear 3 revamped,SeriousLiam,https://seriousliam.itch.io/primal-fear-3-revamped-lol,26 April 2025 @ 19:54 UTC,,,,[]
heros vs aliens,3MK is ME,https://3mk-is-me.itch.io/heros-vs-aliens,26 April 2025 @ 19:47 UTC,,,,[]
Ludum Dare 29: Whac-A-Something!,LPG,https://lpghatguy.itch.io/ludum-dare-29-whac-a-something,,,,,[]
"Big World, Small Guy",Dreg00n,https://dreg00n.itch.io/big-world-small-guy,26 April 2025 @ 19:41 UTC,,Adventure,Space game.,[]
Oilslick,Maladjustedduck,https://maladjustedduck.itch.io/oilslick,26 April 2025 @ 19:39 UTC,,Racing,Top-down racing game,[]
Ludum Dare 28: Warrior,LPG,https://lpghatguy.itch.io/ludum-dare-28-warrior,26 April 2025 @ 19:30 UTC,,,,['ludum-dare-28']
P.E.D.R.O,InvertedHeaven,https://invertedheaven.itch.io/pedro,26 April 2025 @ 19:27 UTC,,Action,,"['Arcade', 'Casual', 'Cute', 'Indie', 'prop-hunt', 'racoons']"
Monarchy Massacre,Morketh,https://morketh.itch.io/monarchy-massacre,26 April 2025 @ 19:24 UTC,,,,[]
Triangle Domination,Red wall games,https://red-wall-games.itch.io/triangle-domination,26 April 2025 @ 19:24 UTC,,,,[]
Ludum Dare 27: :Fast Food,LPG,https://lpghatguy.itch.io/ludum-dare-27-fast-food,,,,,[]
Ludum Dare 26: JOHN,LPG,https://lpghatguy.itch.io/ludum-dare-26-john,26 April 2025 @ 19:16 UTC,,,,['ludum-dare-26']
bowsette adventure,yeeyeehq,https://yeeyeehq.itch.io/bowsette-adventure,26 April 2025 @ 19:14 UTC,,Action,a project i was working on earlier subscribe to me on youtube! YeeYeeHQ,"['3D', 'Arcade', 'Fangame', 'Funny', 'Indie', 'Unity']"
Aquatic Origins,Tripodgranne,https://tripodgranne.itch.io/aquatic-origins,26 April 2025 @ 19:12 UTC,,Simulation,Planet Sim,"['Atmospheric', 'planet', 'Sandbox', 'Singleplayer']"
GTA VI,GrayHatted,https://grayhatted.itch.io/gta-6,26 April 2025 @ 19:12 UTC,,,GTA-6,[]
ZX ORDLE !!!,ZXOrdle,https://zxordle.itch.io/zx-ordle,26 April 2025 @ 19:11 UTC,,Puzzle,ZX Spectrum 48K version of the famous Wordle game,"['8-Bit', 'basic', 'Retro', 'sinclair', 'Word game', 'Wordle', 'ZX Spectrum']"
Are You Alone?,kvikso,https://kviks.itch.io/are-you-alone,26 April 2025 @ 19:09 UTC,,Adventure,psx horror,"['3D', 'Atmospheric', 'Creepy', 'First-Person', 'Horror', 'PSX (PlayStation)', 'Retro', 'Short', 'Singleplayer']"
Ludum Dare 25: London Bridges,LPG,https://lpghatguy.itch.io/ludum-dare-25-london-bridges,26 April 2025 @ 19:09 UTC,,,,['ludum-dare-25']
Echo,Nitish Terance,https://nitish-terance.itch.io/echo,26 April 2025 @ 19:07 UTC,,Adventure,See with sound. Survive the darkness.,"['2D', 'Horror']"
Gorilla Horror 2 Modded,Skelo,https://skelo-thereal.itch.io/gh2-modded,26 April 2025 @ 19:04 UTC,,,,[]
Rescue,PhaiXD,https://phaixd.itch.io/rescue,26 April 2025 @ 18:59 UTC,,Survival,Deep underwater corpse rescue.,"['Explosions', 'Horror', 'underwater']"
Unstable At Work,Leftbot,https://leftbot.itch.io/unstable-at-work,,,Simulation,Work sucks,[]
Snip the Sneeze,CookiePanda579,https://cookiepanda579.itch.io/snip-the-sneeze,26 April 2025 @ 18:52 UTC,,,Allergies vs. Mother Nature,"['Clicker', 'Management', 'Pixel Art', 'spring2djam']"
Sprunki Sprunki!,Royalzealot,https://royalzealot.itch.io/sprunki-sprunki,,,Rhythm,Sprunki Modded,[]
Tower Tagger,Miles_Gonzales,https://miles-gonzales.itch.io/tower-tagger,26 April 2025 @ 18:49 UTC,,Platformer,Leave Your Mark!,"['Casual', 'Comedy', 'Indie', 'Parody', 'satire', 'Short']"
Scraps,Coz-Comicz,https://coz-comicz.itch.io/scraps,26 April 2025 @ 18:47 UTC,,,How high can you score! Get out the way!,"['2D', 'avoid', 'evade', 'score']"
Road to Kyoto Demo,DingoesDidIt,https://dingoesdidit.itch.io/road-to-kyoto-demo,26 April 2025 @ 18:45 UTC,,Fighting,A small 2D Samurai Roguelike I've been working on in my free time.,"['2D', 'Roguelike', 'Roguelite', 'samurai', 'Swords']"
Voxel Offroad,sanchis63,https://sanchis63.itch.io/voxel-offroad,26 April 2025 @ 18:44 UTC,,Racing,A tiny game about funny offroad!,"['Arcade', 'Singleplayer']"
Beatrice Belladonna: Second Story,Clara Gavinho,https://claragavinho.itch.io/beatrice-belladonna-second-story,26 April 2025 @ 18:42 UTC,,,,['Narrative']
Unreal Sonic,damiandoky37,https://damiandoky37.itch.io/uesonic,26 April 2025 @ 18:40 UTC,,Platformer,,"['Action-Adventure', 'Fangame', 'linux', 'macos', 'No AI', 'sonic', 'Unreal Engine', 'windows']"
SciLance,MetalAnimal,https://metalanimal.itch.io/scilance,26 April 2025 @ 18:40 UTC,,Puzzle,Balance the boxes on the scales,[]
Hero Vs Aliens,CodifyTechno,https://codifytechno.itch.io/hero-vs-aliens,26 April 2025 @ 18:39 UTC,,,,"['2D', 'Sci-fi', 'Singleplayer']"
100 PytaÅ Biblijnych,kefiu,https://kefiu.itch.io/100-bibleqs,26 April 2025 @ 18:39 UTC,,Educational,,"['Short', 'Unity']"
fz3kb,Krzyhau,https://krzyhau.itch.io/fz3kb,26 April 2025 @ 18:38 UTC,,Platformer,FEZ-like HTML5 platformer within 3 kilobytes,"['Experimental', 'Minimalist', 'Puzzle-Platformer']"
Rec room,Midnight-Miles.studio.,https://midnight-milesstudio.itch.io/rec-room,26 April 2025 @ 18:35 UTC,,Interactive Fiction,,['fun']
Project Astro,Theooooooo,https://theooooooo.itch.io/project-astro,26 April 2025 @ 18:35 UTC,,,,[]
Parking Garage,LimeDeveloper,https://limedeveloper.itch.io/parking-garage,26 April 2025 @ 18:28 UTC,,Survival,Parking garage game,[]
Evade,BlockyCube,https://blockycube.itch.io/evade,26 April 2025 @ 18:28 UTC,,Survival,A bite-sized survival game.,"['16-bit', '2D', 'Bullet Hell', 'No AI', 'Pixel Art', 'Retro', 'Singleplayer', 'Top-Down']"
WORKINGSPACE,Goofy dnb fan,https://goofy-dnb-fan.itch.io/workingspacepersonal,26 April 2025 @ 18:27 UTC,,Rhythm,,['No AI']
Project Flash,Fusionstrike009,https://fusionstrike009.itch.io/project-flash,26 April 2025 @ 18:26 UTC,,,A game made by FUSION-STUDIOS,[]
WORKINGSPACE,Goofy dnb fan,https://goofy-dnb-fan.itch.io/workingspacepersonal,26 April 2025 @ 18:27 UTC,,Rhythm,,['No AI']
Project Flash,Fusionstrike009,https://fusionstrike009.itch.io/project-flash,26 April 2025 @ 18:26 UTC,,,A game made by FUSION-STUDIOS,[]
Can't make cell,vent420,https://vent420.itch.io/cant-make-cell,26 April 2025 @ 18:25 UTC,,Simulation,A little game where you get to experience the Hard life of someone with immune defficiency.,['Trijam']
TANK.IO (Demo),Belendas,https://belendas.itch.io/tankio,,,Action,Clone de Diep.IO,[]
Sonic Stardust Engine Ver 0.1,Dave_The_Hedgehog,https://sonicmaster101.itch.io/sonic-stardust-engine-ver-01,26 April 2025 @ 18:22 UTC,,Action,This is being worked on at scratch.,"['2D', 'No AI', 'Pixel Art', 'Retro', 'Singleplayer', 'sonic', 'sonic-the-hedgehog']"
Hive Synergy,flavedogame,https://flavedogame.itch.io/hivesynergy,,,Card Game,Balance nature and industry in this roguelite card game,[]
Mm Spicy io,mm spicy io,https://mm-spicy-io.itch.io/mmspicy-io,26 April 2025 @ 18:15 UTC,,Action,a 3D first person multiplayer tag game,"['3D', 'Low-poly', 'Multiplayer']"
The Cursed Garden,Amine Developer,https://amine-developer.itch.io/the-cursed-garden,26 April 2025 @ 18:12 UTC,,Adventure,Enter the garden... and discover the secrets of the demonic organization.,"['3D', 'First-Person', 'free', 'Horror', 'Indie', 'No AI', 'Psychological Horror', 'Short', 'Singleplayer', 'Unity']"
CAT Z Electroacoustic,HawkStudioOfficial,https://hawkstudioofficial.itch.io/cat-z-electroacoustic,26 April 2025 @ 18:10 UTC,,Rhythm,Electroacoustic music mixing and DJ game from CAT Z series!,"['abgerny', 'cat-z', 'dj', 'Incredibox', 'mixing', 'Music', 'Point & Click', 'Relaxing', 'Sprunki', 'techno']"
Deep Welder,Alana Ramos,https://alemoas.itch.io/deep-welder,26 April 2025 @ 18:10 UTC,,,Dive into an uncharted trench to seal pipes.,"['3D', 'Atmospheric', 'Exploration', 'First-Person', 'Horror', 'No AI', 'Short', 'Singleplayer', 'Unity']"
PowerSphere,shaylev2024,https://shaylev2024.itch.io/powersphere,26 April 2025 @ 18:07 UTC,,,Experience the classic brick-breaking action with a modern twist!,"['Casual', 'Pixel Art', 'power', 'powersphere', 'sphere']"
spam taggersV2,wyatt1234carr52,https://wyatt1234carr52.itch.io/spam-taggersv2,26 April 2025 @ 18:05 UTC,,,,[]
One Taggers,Jack_DEVskib,https://jack-devskib.itch.io/one-taggers,26 April 2025 @ 18:05 UTC,,,one taggers,[]
passage to nowhere,ibloko,https://ibloko.itch.io/passage-to-nowhere,26 April 2025 @ 18:04 UTC,,Adventure,survive and reach the end of the corridor,"['Atmospheric', 'First-Person', 'Horror', 'Indie', 'PSX (PlayStation)', 'Retro', 'Short', 'Singleplayer', 'Unity']"
Asteroid Maneuvers,Phenicie,https://phenicie.itch.io/asteroid-maneuvers,26 April 2025 @ 18:02 UTC,,Action,On your way to your home planet you have run into an asteroid field! Dodge and weave to survive as long as you can!,"['No AI', 'Sci-fi', 'Short', 'Singleplayer', 'Space']"
Locked Within,Heartbeatgs,https://heartbeatgs.itch.io/locked-within,26 April 2025 @ 18:01 UTC,,Adventure,,['others']
Cook Educational Game,ArcherStudio,https://archerstudio.itch.io/cook-educational-game,26 April 2025 @ 17:57 UTC,,Educational,,[]
Solo Rogueing,Hor1zonte,https://hor1zonte.itch.io/solo-rogueing,26 April 2025 @ 17:56 UTC,,Survival,,"['Pixel Art', 'Roguelike', 'swarm']"
Space Shooter Extreme,chait1,https://chait1.itch.io/spaces-hooter-extreme,26 April 2025 @ 17:54 UTC,,Shooter,Blast through the stars. Defeat the impossible,"['2D', 'Arcade', 'Fast-Paced', 'Retro']"
IGD238 Monster Clicker,Junjab,https://junjab.itch.io/igd238-monster-clicker,26 April 2025 @ 17:53 UTC,,Simulation,,"['Clicker', 'Idle', 'Monsters']"
IT201 project 3,reg285,https://reg285.itch.io/it201-project-3,26 April 2025 @ 17:50 UTC,,,,[]
Brown Bull Racing Off Road 3,blackramcharger963,https://blackramcharger963.itch.io/brown-bull-racing-off-road-3,26 April 2025 @ 17:48 UTC,,Racing,"Third off road game for brown bull racing series, Sequel to Brown Bull Racing Off Road 2.","['1966-throwback', 'based-on-the-year-of-1966-for-the-trucks--the-trucks-before-1966', 'brown-bull-racing-off-road-3-racing-video-game']"
SHIFTING SHAPES,P1X3L GAMES,https://p1x3l-games.itch.io/shifting-shapes,26 April 2025 @ 17:48 UTC,,Shooter,,"['2D', 'No AI', 'Singleplayer', 'Sprites']"
Brown Bull Racing Off Road 2,blackramcharger963,https://blackramcharger963.itch.io/brown-bull-racing-off-road-2,26 April 2025 @ 17:42 UTC,,Racing,"This is the second off road game, Sequel to Brown Bull Racing Off Road.","['1960-throwback', '2d-retro-racing-video-game-based-on-1960-using-the-artwork-piskelapp--scratch-3-artwork-on-the-left-towards-the-backdrop-scenes-in-the-middle-of-scratch-3', 'based-on-1960-for-the-off-road-vehicles--before-1960-as-well', 'brown-bull-racing-off-road-2-racing-video-game', 'Local multiplayer', 'Massively multiplayer', 'Multiplayer', 'piskelapp', 'scratch-3', 'Singleplayer']"
Chip Off The Old Blockjack,Group Four,https://group-four.itch.io/chip-off-the-old-blockjack,26 April 2025 @ 17:39 UTC,,Card Game,,"['Indie', 'Pixel Art']"
GtagBySadbro11,SadbroVR11,https://sadbrovr11.itch.io/gtagbysadbro11,26 April 2025 @ 17:39 UTC,,,,[]
Brown Bull Racing Off Road,blackramcharger963,https://blackramcharger963.itch.io/brown-bull-racing-off-road,26 April 2025 @ 17:37 UTC,,Racing,"This is the first off road game, Sequel to Rivals Competition for Street Racing.","['1956-throwback', '2d-retro-racing-off-road-video-game-based-on-1956-with-artwork-from-scratch-3-called-paint-brush--bucket-with-draw-text--square-shape-filling--piskelapp-to-design-it-completely', 'based-on-1956-trucks--before-1956-for-the-top-down-racing-off-road-game', 'brown-bull-racing-off-road-racing-video-game', 'Local multiplayer', 'Massively multiplayer', 'Multiplayer', 'piskelapp', 'scratch-3', 'Singleplayer']"
Brown Bull Street Racing Rivals Competition,blackramcharger963,https://blackramcharger963.itch.io/brown-bull-street-racing-rivals-competition,26 April 2025 @ 17:31 UTC,,Racing,"This is the final version of Brown Bull Street Racing, Sequel to Brown Bull Street Racing 3.","['1955-throwback', '2d-retro-classics-for-the-racing-video-game-that-is-based-on-1955-with-the-artwork-piskelapp--other-artwork-from-scratch-3-on-the-left-towards-the-backdrop-scenes', 'based-on-the-year-of-1955-with-classic-cars--before-1955--its-a-retro-classic-for-the-racing-game', 'brown-bull-street-racing-rivals-competition-racing-video-game', 'Local multiplayer', 'Massively multiplayer', 'Multiplayer', 'piskelapp-for-the-cars', 'scratch-3', 'Singleplayer']"
Micro Mech,renrenderz,https://renrenderz.itch.io/micro-mech,26 April 2025 @ 17:30 UTC,,Adventure,Mechanoid from another world shrinks down to recon a new world - Earth 2050.,[]
TapTap,netten_oficial,https://netten-oficial.itch.io/taptap,,,Racing,,[]
